LinReg:ID,chromosome,MAPINFO,p-values,q-values,intercept,V1,V2,beta,statistic,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island
cg02866391,17,64456327,0.00971733,0.999998927116394,0.11744646,0.02002282,0.82022464,-2.1985915,-3.0699706,PRKCA,nan
cg12276472,19,18631567,0.009726058,0.999998927116394,1.0114149,0.009121233,0.4029893,-16.850159,-3.0694873,ELL,N_Shore
cg27117754,3,170201062,0.009750306,0.999998927116394,-15.847741,0.1379921,1.6481994,10.158401,3.0681474,SLC7A14,nan
cg18743575,1,95493606,0.0097521115,0.999998927116394,4.0739193,-0.0052843266,-0.17264049,-4.006957,-3.0680478,ALG14,nan
cg04999558,13,40800125,0.009778694,0.999998927116394,-11.022817,-0.011792306,-1.063676,15.099093,3.0665827,nan,nan
cg04267948,9,78979658,0.009780226,0.999998927116394,8.113861,0.0043731304,0.32919392,-9.369116,-3.0664985,nan,nan
cg06154650,11,17192942,0.009793459,0.999998927116394,-0.87149096,0.040711105,0.6364481,-1.9940134,-3.0657709,nan,nan
cg15404813,11,19636373,0.009803532,0.999998927116394,20.64851,-0.14242268,-12.24169,-13.418729,-3.0652175,NAV2,nan
cg25011396,8,103395444,0.009804188,0.999998927116394,2.3784375,-0.02450109,0.1163439,-2.0916667,-3.0651815,UBR5,nan
cg24690427,22,35821722,0.009809214,0.999998927116394,13.40705,-0.15478061,-1.9158673,-4.4064612,-3.064906,nan,S_Shore
cg12508856,8,28984472,0.009812186,0.999998927116394,10.3998375,-0.053506464,-1.0256184,-7.6523194,-3.0647428,KIF13B,nan
cg14375300,8,131146876,0.009828465,0.999998927116394,5.535212,-0.07042782,-1.3292184,-4.1827755,-3.0638506,ASAP1,nan
cg25855436,1,6445975,0.009829895,0.999998927116394,16.00515,-0.20181258,-5.2459517,-9.816262,-3.0637724,ACOT7,nan
cg00147762,12,114369872,0.009832838,0.999998927116394,-10.569386,-0.05314327,-0.7421728,16.177225,3.0636113,RBM19,nan
cg19955849,4,140095286,0.009843344,0.999998927116394,-4.0859275,-0.03937662,-0.044602066,10.862935,3.0630367,nan,N_Shore
cg05383403,10,72318367,0.009857022,0.999998927116394,-20.97985,0.1346554,2.4477186,14.85284,3.0622892,PALD1,nan
cg05708951,9,129987342,0.009859315,0.999998927116394,2.4258487,-0.0055250805,-0.3938281,-18.018654,-3.062164,nan,Island
cg25665880,5,149919254,0.009902873,0.999998927116394,4.991581,-0.003298547,0.19390301,-4.9855576,-3.0597918,NDST1,nan
cg13096779,13,114999742,0.0099063,0.999998927116394,2.4194133,-0.0032012612,-0.10673928,-2.3882802,-3.0596056,CDC16,N_Shore
cg14301710,2,23981284,0.00991055,0.999998927116394,-0.3611528,0.031125367,0.41381335,-1.825763,-3.0593748,ATAD2B,nan
cg26729868,22,30297023,0.009911553,0.999998927116394,-12.74165,0.004341158,0.15465607,14.625146,3.0593204,MTMR3,nan
cg18158658,9,127025013,0.009916517,0.999998927116394,-4.527144,0.105613664,2.007613,-2.770057,-3.059051,NEK6,nan
cg07754412,4,87641814,0.00991807,0.999998927116394,1.6100725,-0.0005340255,-0.21098937,-1.9327953,-3.0589666,PTPN13,nan
cg15689180,1,23897764,0.009924616,0.999998927116394,-5.092128,-0.004697588,0.037099387,7.231034,3.0586116,nan,S_Shelf
cg20083157,5,65234357,0.009928678,0.999998927116394,9.604105,0.01969102,-0.06367218,-11.45197,-3.0583913,ERBB2IP,nan
cg00704652,16,2059619,0.009936874,0.999998927116394,3.997166,-0.022231102,-0.3853317,-13.737379,-3.0579474,ZNF598,Island
cg19871348,7,127775630,0.00994423,0.999998927116394,4.650044,-0.04379257,-0.8502322,-6.7123947,-3.0575492,nan,Island
cg00678158,6,30538836,0.009951239,0.999998927116394,1.0117117,0.009927305,0.391181,-7.3998113,-3.05717,ABCF1,N_Shore
cg17066171,11,108210698,0.009951397,0.999998927116394,2.5653124,-0.017211461,-0.18214749,-2.0177412,-3.0571616,ATM,nan
cg19834563,12,132269643,0.009971222,0.999998927116394,8.68317,-0.08113878,-0.5939103,-4.612816,-3.0560904,SFRS8,nan
cg24797931,12,3034265,0.009977824,0.999998927116394,-7.927932,-0.05078947,-0.41841027,20.279154,3.0557342,TULP3,nan
cg18299207,15,42784595,0.009978485,0.999998927116394,-15.657226,-0.008989844,0.39148086,18.447939,3.0556986,ZNF106,S_Shore
cg00077450,2,239361948,0.0099791065,0.999998927116394,-8.473093,0.005682242,0.48629284,10.259844,3.055665,nan,Island
cg00356134,14,64520322,0.009982157,0.999998927116394,5.925389,-0.020702226,0.07490527,-5.170357,-3.0555007,SYNE2;MIR548AZ,nan
cg06263433,13,33092117,0.010000123,0.999998927116394,1.4504265,0.012480771,0.48207146,-2.3842926,-3.054533,N4BP2L2,nan
cg10134889,3,107880772,0.010013185,0.999998927116394,-6.8605075,0.0096816635,-0.26054028,8.757579,3.0538304,IFT57,nan
cg05507805,1,15710989,0.010016684,0.999998927116394,5.5532064,-0.06967782,-0.65752697,-3.3999445,-3.0536425,FHAD1,nan
cg08172177,5,142584966,0.010020041,0.999998927116394,4.2791286,-0.049479216,-0.77837974,-2.5427454,-3.0534623,ARHGAP26,nan
cg08909407,9,110071552,0.010022803,0.999998927116394,8.205529,-0.032756776,-0.4650284,-6.480089,-3.053314,RAD23B,nan
cg18260660,X,40712666,0.010052594,0.999998927116394,4.7879686,-0.052209035,-1.217266,-2.3156104,-3.0517168,nan,nan
cg00685971,8,25303948,0.010054796,0.999998927116394,12.12878,-0.032640908,-0.7663817,-11.00334,-3.0515988,KCTD9,nan
cg23828876,3,196001706,0.01005688,0.999998927116394,2.5830214,-0.018894443,-0.13558303,-1.7053822,-3.0514874,PCYT1A,nan
cg01111006,6,11161658,0.01006005,0.999998927116394,2.6477056,-0.025404252,0.42291388,-2.086207,-3.051318,nan,nan
cg14302778,12,42078465,0.010081498,0.999998927116394,2.2122815,-0.07533208,-3.0962524,6.8830476,3.0501716,nan,nan
cg20055056,6,53219606,0.010088131,0.999998927116394,11.4535,-0.07437565,-1.6192806,-8.226292,-3.0498178,nan,nan
cg12591025,16,27482121,0.010095897,0.999998927116394,-3.8020244,0.08178403,0.95501584,-10.164994,-3.0494037,GTF3C1,nan
cg16624984,12,66330136,0.010102903,0.999998927116394,2.0727746,-0.006859139,-1.1623994,-1.8883687,-3.0490303,HMGA2,nan
cg19067700,3,192131180,0.010104084,0.999998927116394,-0.5671762,0.022291621,0.87396926,-1.8363067,-3.0489676,FGF12,S_Shelf
cg20960167,3,183539364,0.010107813,0.999998927116394,2.307356,0.020028375,0.58476406,-12.626816,-3.048769,MAP6D1,N_Shelf
cg27140942,13,33962273,0.0101105785,0.999998927116394,-9.859604,0.020815002,0.7837549,10.56028,3.0486217,STARD13,nan
cg11407347,22,37139018,0.010111273,0.999998927116394,1.2885479,0.020854339,-0.08762545,-4.088541,-3.0485847,nan,nan
cg05973028,8,56805707,0.010121168,0.999998927116394,1.0844795,-0.0031842026,2.0690687,-5.1638274,-3.0480585,LYN,nan
cg01948218,10,54094380,0.010123766,0.999998927116394,1.1213131,0.026670778,-1.6631167,-3.1635034,-3.0479202,nan,nan
cg20867674,6,163768411,0.010125011,0.999998927116394,3.768174,-0.015915578,-1.8250469,-3.741281,-3.0478542,nan,nan
cg07090356,18,23668764,0.010132588,0.999998927116394,1.6499693,-0.004671378,-0.68986154,-2.268089,-3.0474515,SS18,N_Shore
cg15466952,1,65889855,0.01014302,0.999998927116394,4.6695957,-0.05307653,-0.5227249,-5.394608,-3.046898,LEPROT;LEPR,S_Shelf
cg14835173,2,231997656,0.010160044,0.999998927116394,6.8422723,-0.03598667,-0.37655598,-4.975861,-3.0459955,PSMD1,nan
cg14328442,6,149820472,0.010161643,0.999998927116394,2.1263447,-0.014728166,0.8359022,-3.212248,-3.0459108,nan,nan
cg08068963,12,46780084,0.010166505,0.999998927116394,2.5041602,0.011913418,-0.11799848,-3.7738864,-3.0456533,nan,S_Shelf
cg17827724,10,31325355,0.010175484,0.999998927116394,3.3186803,-0.02969809,-1.1359224,-3.0665047,-3.0451782,nan,S_Shelf
cg24634935,9,29005,0.01017773,0.999998927116394,1.2566346,-0.038265377,-0.6075068,15.286098,3.0450594,MIR1302-9;MIR1302-2;WASH1;MIR1302-10;MIR1302-11,Island
cg26288779,22,29834388,0.010185988,0.999998927116394,-0.9531534,-0.038338676,-0.27826828,7.264353,3.0446231,RFPL1;RFPL1S,nan
cg24528604,11,85778585,0.010199549,0.999998927116394,3.4597318,-0.035816465,-0.5396657,-10.228983,-3.0439072,PICALM,N_Shore
cg02422603,13,114890566,0.010203215,0.999998927116394,4.4209967,-0.026043868,-0.78499013,-3.9277997,-3.0437138,RASA3,nan
cg04444969,5,53750818,0.010220552,0.999998927116394,0.25414273,0.019856242,0.62137413,-2.080886,-3.0428002,HSPB3,nan
cg03664994,2,55246602,0.010242282,0.999998927116394,-3.6672237,0.08035042,1.1991981,-2.183101,-3.0416572,RTN4,nan
cg12884187,4,17977443,0.010247485,0.999998927116394,-1.6894852,0.06061171,1.199466,-2.5517523,-3.041384,LCORL,nan
cg09777014,12,104849435,0.0102508245,0.999998927116394,-12.405912,0.011070196,0.8110589,13.296034,3.0412087,CHST11,N_Shore
cg02801203,21,38137738,0.010265044,0.999998927116394,-1.3017799,0.047658943,1.4465716,-2.376722,-3.0404627,HLCS,nan
cg21327887,17,43971928,0.010270529,0.999998927116394,1.9352221,-0.033657826,-0.8780264,18.068523,3.0401752,LOC100130148;LOC100128977;MAPT,Island
cg04666705,4,41114510,0.010274774,0.999998927116394,-11.44022,0.015439366,0.30868736,12.403123,3.039953,APBB2,nan
cg25547630,12,1870146,0.010279178,0.999998927116394,2.529155,-0.010341974,-1.0088595,-2.125126,-3.0397224,ADIPOR2,nan
cg24991640,20,61542949,0.010284412,0.999998927116394,-28.351635,0.15492539,2.5785983,21.791218,3.0394485,DIDO1,S_Shore
cg24023023,6,4014874,0.010324733,0.999998927116394,-7.283068,-0.006563727,0.122379355,9.549978,3.0373428,nan,N_Shelf
cg04085767,3,196878429,0.010340454,0.999998927116394,4.415171,-0.05296556,-0.5139719,-1.80917,-3.036524,DLG1,nan
cg06001786,5,159693310,0.010350883,0.999998927116394,0.49581185,0.028863657,0.4281345,-3.0448754,-3.0359817,CCNJL,nan
cg19915185,7,130081158,0.010369912,0.999998927116394,1.6349728,-0.034095604,-0.8848869,15.267648,3.0349934,TSGA14,S_Shore
cg04516854,13,51746498,0.0103961015,0.999998927116394,-12.206561,0.11480846,2.032393,10.349949,3.033636,LINC00371,nan
cg21831210,2,15454056,0.010401812,0.999998927116394,2.1791785,-0.0013377889,-0.5474882,-3.9049778,-3.0333407,NBAS,nan
cg02428556,5,118873708,0.010402603,0.999998927116394,5.4544353,-0.008629942,-4.2833176,-5.775897,-3.0332997,HSD17B4,nan
cg20322104,2,55626915,0.010425113,0.999998927116394,5.1066513,-0.03272082,-0.77958727,-3.300463,-3.0321364,CCDC88A,nan
cg06840723,15,52484492,0.010434987,0.999998927116394,3.2608821,0.0088145975,0.5084939,-4.6079483,-3.0316272,GNB5,nan
cg06589121,1,204349659,0.010472767,0.999998927116394,-3.253657,-0.057570606,-2.512578,10.203973,3.0296824,nan,S_Shelf
cg08509488,6,73508056,0.010477229,0.999998927116394,0.04701035,0.024447145,1.1395187,-2.8080986,-3.0294533,KCNQ5,nan
cg19532942,14,62109173,0.01049012,0.999998927116394,3.0646632,-0.036119547,1.2297561,-3.0700533,-3.0287914,nan,nan
cg14985741,13,24249161,0.010501101,0.999998927116394,-1.7073439,0.044694826,0.6150701,-1.7067461,-3.0282285,TNFRSF19,nan
cg08398040,3,175005497,0.010506407,0.999998927116394,3.7653084,0.03229701,-0.19864574,-6.7896338,-3.0279567,NAALADL2,nan
cg06279548,2,197200133,0.010508063,0.999998927116394,-0.90663534,0.024536723,0.97687477,-3.22709,-3.0278718,HECW2,nan
cg24427813,1,81880709,0.010515965,0.999998927116394,2.3615642,-0.021289116,-0.308771,-3.2325368,-3.0274675,nan,nan
cg20999912,1,212458138,0.010532812,0.999998927116394,-2.0300589,0.02484079,-0.51080155,24.155323,3.026606,PPP2R5A,Island
cg22166900,6,22414265,0.010539719,0.999998927116394,0.5928937,0.0038773913,1.0510504,-2.0898466,-3.0262532,nan,nan
cg03111938,6,169289230,0.010609231,0.999998927116394,-7.1841846,-0.004298271,1.0599221,12.171939,3.022716,nan,S_Shelf
cg24322628,4,74715923,0.010615501,0.999998927116394,4.6553903,-0.02097931,0.13032931,-3.9250329,-3.0223982,nan,N_Shelf
cg01317818,9,21015324,0.010617037,0.999998927116394,1.1095002,0.013178449,0.1428388,-2.0830455,-3.0223203,HACD4,nan
cg23217542,15,65958740,0.010628788,0.999998927116394,2.1887908,0.0044673057,-0.25164545,-5.91167,-3.0217252,DENND4A,nan
cg15824312,1,78414376,0.010630816,0.999998927116394,0.10007697,0.021923328,0.582397,-1.8544731,-3.0216224,FUBP1,nan
cg16236639,7,5256187,0.01064166,0.999998927116394,-17.05572,0.020158598,0.7671317,17.909214,3.0210738,WIPI2,nan
cg27167195,2,159379414,0.010643571,0.999998927116394,-15.1329975,-0.07211041,0.47497222,27.768408,3.0209773,PKP4,nan
cg20700740,1,9339683,0.010644717,0.999998927116394,17.299833,-0.048327275,-1.2009424,-14.693326,-3.0209193,nan,nan
cg06445928,16,66638407,0.010665686,0.999998927116394,1.0311748,-0.036091916,-0.746567,9.894314,3.0198603,CMTM3,Island
cg03971879,5,34727550,0.010678489,0.999998927116394,1.0202262,0.024340816,0.46143678,-3.0643256,-3.0192149,RAI14,nan
cg15453396,6,2684536,0.010682978,0.999998927116394,6.4206605,-0.04920795,-2.2217612,-4.448854,-3.0189886,MYLK4,N_Shore
cg18507849,12,49501167,0.010684923,0.999998927116394,-7.528745,-0.0079095205,-0.12009634,9.550516,3.0188906,LMBR1L,N_Shelf
cg09430705,12,6831052,0.010685084,0.999998927116394,-3.081141,-0.04237256,-0.65059,8.840135,3.0188825,nan,N_Shelf
cg06880420,1,200119987,0.010687668,0.999998927116394,13.581201,-0.18029034,-1.5686679,-4.302351,-3.0187526,NR5A2,S_Shelf
cg20311522,1,8709247,0.0106979525,0.999998927116394,2.4984922,-0.023061777,-0.38349578,-1.5973569,-3.018235,RERE,nan
cg19376807,11,85744995,0.0107087325,0.999998927116394,4.553163,-0.022719564,-0.46453643,-3.771852,-3.017693,PICALM,nan
cg25653449,5,79868409,0.010712004,0.999998927116394,-2.8128078,-0.03074443,-0.7531098,7.3339787,3.0175285,nan,S_Shore
cg17081801,17,57696709,0.010723569,0.999998927116394,4.9491863,-0.042729355,-0.40352035,-17.169376,-3.016948,CLTC,Island
cg04056953,2,166747838,0.010737531,0.999998927116394,-12.697071,0.03955451,0.9568452,11.771261,3.0162477,TTC21B,nan
cg07907506,3,100210582,0.010742093,0.999998927116394,1.3453144,-0.0076819737,0.40861127,-1.8665667,-3.0160193,TMEM45A,N_Shore
cg07763967,20,1093782,0.010754877,0.999998927116394,-0.4700886,-0.06871305,-0.9383491,7.3284507,3.0153792,PSMF1,nan
cg17245846,12,107174001,0.010767858,0.999998927116394,0.5583438,0.014853616,-0.093992606,-4.3058867,-3.0147302,RIC8B,nan
cg01024504,8,134498575,0.010784623,0.999998927116394,2.4716644,-0.016765954,-0.4134248,-9.137078,-3.0138931,ST3GAL1,nan
cg15337956,10,72420598,0.010788601,0.999998927116394,-7.3752694,0.0030317595,1.2372859,8.977488,3.0136945,nan,nan
cg01053405,16,24764990,0.010795914,0.999998927116394,1.4082611,0.0087044975,-0.39425522,-1.7608572,-3.01333,TNRC6A,nan
cg00492213,7,7747770,0.01080354,0.999998927116394,1.7516946,0.0143035045,0.37948424,-2.8850038,-3.01295,RPA3;UMAD1,nan
cg01087456,15,72847514,0.010806963,0.999998927116394,-0.85943526,0.032746907,-0.16438219,-1.8892542,-3.0127795,ARIH1,nan
cg12116389,4,42154299,0.0108182365,0.999998927116394,2.9038801,-0.022783391,-0.045753967,-13.669926,-3.0122185,BEND4,Island
cg00398213,2,171750979,0.010831906,0.999998927116394,-19.987476,0.25775343,3.1602337,6.0744867,3.011539,nan,nan
cg01101773,3,15901650,0.010847596,0.999998927116394,0.1775266,0.028205445,0.75661886,-16.747412,-3.01076,ANKRD28,Island
cg18294348,2,234953463,0.010852139,0.999998927116394,0.37249187,0.020839835,-0.17431468,-2.481127,-3.0105348,nan,nan
cg00372099,14,97348145,0.010854084,0.999998927116394,1.6161277,0.009701999,0.093579,-2.5587723,-3.0104384,nan,nan
cg25282730,15,50791741,0.01085929,0.999998927116394,1.4746087,0.013646668,0.6046463,-3.037037,-3.0101805,USP8,nan
cg10026215,8,21792410,0.010869529,0.999998927116394,1.0119687,0.032537386,0.91131437,-3.7191207,-3.0096734,XPO7,nan
cg19087888,11,76723174,0.010871311,0.999998927116394,10.398394,-0.0053691966,-0.17046669,-10.619753,-3.0095851,ACER3,nan
cg19274924,4,77881359,0.010893299,0.999998927116394,13.665635,-0.08624616,-0.43286896,-10.026764,-3.0084977,SEPT11,nan
cg20211004,X,96276763,0.010895885,0.999998927116394,2.7966492,-0.01765007,-0.9486125,-2.16504,-3.0083702,DIAPH2,nan
cg23480254,5,138781450,0.010897504,0.999998927116394,1.1489571,-0.0031522792,0.45765346,-5.8623667,-3.00829,nan,nan
cg11881391,10,76281814,0.010926507,0.999998927116394,0.50155395,0.02984754,0.68264854,-2.7179482,-3.00686,ADK,nan
cg11681325,19,47660965,0.010927359,0.999998927116394,12.329044,-0.16275738,-3.4699275,-6.8113017,-3.006818,SAE1,nan
cg03891588,19,10420902,0.010933119,0.999998927116394,-13.490864,-0.014555416,0.17205407,16.5142,3.0065343,ZGLP1;FDX1L,S_Shore
cg15495901,19,16829985,0.010940541,0.999998927116394,6.687513,0.0029613886,0.3405137,-15.502922,-3.0061693,NWD1,nan
cg25862392,2,47198044,0.010942925,0.999998927116394,2.8639967,0.0074419095,-1.3461741,-3.6018033,-3.006052,TTC7A,nan
cg20344728,17,19846526,0.010960497,0.999998927116394,6.567704,-0.041441176,-0.71790624,-4.3257117,-3.0051887,AKAP10,nan
cg20057076,1,145698085,0.010961491,0.999998927116394,-0.29372784,0.060552906,-0.37674934,-5.5432954,-3.0051398,CD160;NBPF20;NBPF10,nan
cg12352447,15,89190908,0.010962525,0.999998927116394,9.89944,-0.038623735,-1.1202782,-8.471591,-3.005089,ISG20,nan
cg26353862,11,10315609,0.010964615,0.999998927116394,0.58993036,0.058317002,1.654948,-24.197002,-3.0049865,SBF2,Island
cg12609526,1,116902548,0.01096506,0.999998927116394,2.2046497,0.0026965532,0.7573843,-3.2439766,-3.0049646,nan,nan
cg07101934,4,177930102,0.010973372,0.999998927116394,3.5997458,-0.02712502,0.45298594,-2.589799,-3.004557,nan,nan
cg03232465,19,17610785,0.010975908,0.999998927116394,-3.780731,0.12533377,-1.1279855,-6.7736964,-3.0044327,SLC27A1,N_Shore
cg04254540,16,71951199,0.010988845,0.999998927116394,5.2448783,-0.021497438,0.006472575,-4.377339,-3.0037987,KIAA0174,nan
cg11913694,2,36735641,0.011002188,0.999998927116394,6.225641,-0.056388017,-0.8733243,-2.8073351,-3.0031457,CRIM1,nan
cg12332613,12,65016271,0.01102546,0.999998927116394,17.56419,-0.047450628,-1.6434431,-15.713132,-3.0020087,RASSF3;MIR548C,nan
cg16808912,3,99603495,0.011029492,0.999998927116394,3.4399679,-0.013126499,-2.16423,-3.0562134,-3.001812,MIR548G;FILIP1L;CMSS1,nan
cg17848896,9,130742866,0.011058215,0.999998927116394,3.422573,-0.021607481,-0.1635283,-16.488829,-3.0004125,FAM102A,Island
cg20427277,9,13268556,0.011060746,0.999998927116394,0.7220341,0.023115532,-1.1940354,-2.770301,-3.0002894,MPDZ,nan
cg14582245,3,42632291,0.011076801,0.999998927116394,-0.94537085,0.040075902,0.8956301,-13.096421,-2.9995089,SS18L2,Island
cg15065956,3,107459988,0.011080815,0.999998927116394,4.949369,8.345705e-05,0.37685955,-5.7290387,-2.9993138,BBX,nan
cg06943449,10,71097327,0.011089942,0.999998927116394,-0.043000475,0.011463458,0.66072595,-6.441957,-2.9988708,HK1,nan
cg04713108,5,44807541,0.011094894,0.999998927116394,-1.6810853,0.059961364,-0.51048267,-3.9741547,-2.9986308,MRPS30,N_Shore
cg08930595,8,41809962,0.011102833,0.999998927116394,11.489384,-0.028947895,-0.83089554,-9.9640665,-2.9982457,KAT6A,nan
cg20993361,7,116503444,0.01110426,0.999998927116394,-2.489674,0.07134615,1.3628916,-10.580791,-2.9981766,CAPZA2,S_Shore
cg24843701,10,13574427,0.011107592,0.999998927116394,-5.2094555,0.03228868,-0.111911066,5.8392177,2.9980152,nan,S_Shelf
cg20774283,17,67824500,0.01111768,0.999998927116394,5.6605625,-0.06173369,-1.3369266,-17.617765,-2.9975266,LINC01483,nan
cg23653587,8,132951124,0.011126377,0.999998927116394,0.8868888,0.008093764,0.73588175,-2.1305525,-2.9971058,EFR3A,nan
cg14732488,19,43753677,0.011145421,0.999998927116394,16.138767,-0.080732174,-1.72666,-13.064878,-2.9961855,LOC284344,nan
cg00598772,8,119909801,0.011172302,0.999998927116394,-0.33223572,0.022665178,0.84824663,-2.3796802,-2.9948895,nan,nan
cg23011602,10,12272813,0.011177852,0.999998927116394,-2.6807888,0.00069426524,0.2710075,3.8650043,2.9946222,CDC123,nan
cg06841832,6,140175142,0.011181338,0.999998927116394,5.432234,-0.030589556,-0.49865592,-3.8380804,-2.9944544,nan,nan
cg23614229,17,48638594,0.011193275,0.999998927116394,0.22119506,0.061500624,1.6250031,-16.344648,-2.9938803,CACNA1G,Island
cg14172797,17,64428103,0.0112061165,0.999998927116394,-0.24920523,0.01717398,0.6777253,-2.958029,-2.9932632,PRKCA,nan
cg02463037,18,7950953,0.011230636,0.999998927116394,4.2162557,-0.039791837,-1.2073488,-4.3619914,-2.9920871,PTPRM,nan
cg23894205,12,14967370,0.011232613,0.999998927116394,-11.521965,0.035789613,0.7431696,10.547365,2.9919925,C12orf69;C12orf60,nan
cg25107562,7,27260989,0.011250504,0.999998927116394,8.150007,-0.009690756,-0.5189846,-8.855813,-2.9911358,nan,S_Shore
cg07693974,16,30961581,0.011266189,0.999998927116394,-0.5908789,0.031130215,0.7888163,-12.719688,-2.9903862,ORAI3,S_Shore
cg04685101,11,110001460,0.011274331,0.999998927116394,6.419064,-0.06898266,-1.4897228,-1.9331108,-2.9899976,ZC3H12C,nan
cg18970362,2,61650995,0.011281441,0.999998927116394,-0.006258415,0.04582421,-1.2316985,-4.4445534,-2.9896584,USP34,nan
cg01940055,4,146018582,0.011321716,0.999998927116394,-0.66200966,0.025202077,0.815626,-1.582558,-2.9877408,ABCE1;ANAPC10,N_Shore
cg08910320,1,21068443,0.011323924,0.999998927116394,-9.427915,-0.03806404,-0.29166576,14.120631,2.9876356,nan,nan
cg14452291,17,7169732,0.011331124,0.999998927116394,0.67003185,0.015890164,-0.77362627,-2.6463025,-2.9872937,nan,S_Shelf
cg11667400,13,99963609,0.0113433385,0.999998927116394,4.2509904,-0.036866892,-0.26462045,-2.275781,-2.986714,UBAC2,nan
cg14177865,3,188607928,0.011359072,0.999998927116394,3.039237,0.025263904,0.48985016,-5.0055103,-2.985968,LPP,nan
