motif,NumOfProbes,PercentageOfProbes,lowerOR,upperOR,OR,p.value,FDR,TF family,TF subfamily,TF.family.member,TF.subfamily.member
BARX2_HUMAN.H11MO.0.D,10,0.07407407407407407,0.6957105003332986,2.826989396277647,1.4867151685790136,0.23529336878588786,0.38909892016295344,NK-related factors{3.1.2},BARX{3.1.2.2},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,BARX1;BARX2
MEIS1_HUMAN.H11MO.1.B,23,0.17037037037037037,0.6945667908151001,1.7984010889040138,1.140444327716944,0.5496852285812802,0.7023455184450457,TALE-type homeo domain factors{3.1.4},MEIS{3.1.4.2},IRX1;IRX2;IRX3;IRX4;IRX5;IRX6;MEIS1;MEIS2;MEIS3;MKX;PBX1;PBX2;PBX3;PKNOX1;PKNOX2;TGIF1;TGIF2;TGIF2LX;TGIF2LY,MEIS1;MEIS2;MEIS3
PO4F2_HUMAN.H11MO.0.D,11,0.08148148148148149,0.6939622006839133,2.642686730248283,1.4264582289342627,0.2667636340996944,0.4240716740017822,POU domain factors{3.1.10},POU4 (Brn-3-like factors){3.1.10.4},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F1B;POU5F2;POU6F1;POU6F2,POU4F1;POU4F2;POU4F3
ETV1_HUMAN.H11MO.0.A,31,0.22962962962962963,0.693270100582734,1.6141307170918011,1.0716855993648713,0.7542411128341618,0.8627891661648943,Ets-related factors{3.5.2},Elk-like factors{3.5.2.2},EHF;ELF1;ELF2;ELF3;ELF4;ELF5;ELK1;ELK3;ELK4;ERF;ERG;ETS1;ETS2;ETV1;ETV2;ETV3;ETV3L;ETV4;ETV5;ETV6;ETV7;FEV;FLI1;GABPA;SPDEF;SPI1;SPIB;SPIC,ELK1;ELK3;ELK4;ETV1;ETV4;ETV5
HMGA2_HUMAN.H11MO.0.D,10,0.07407407407407407,0.6911941363325724,2.808635998126147,1.4770642184530047,0.23722975485258052,0.38909892016295344,HMGA factors{8.2.1},HMGA2 (HMGI-C){8.2.1.0.2},HMGA1;HMGA2,HMGA2
ZN274_HUMAN.H11MO.0.A,16,0.11851851851851852,0.6894324539099937,2.1073844845377465,1.2453908908596687,0.3839771375132683,0.5492511558863262,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6;BCL6B;CTCF;CTCFL;FEZF1;FEZF2;GFI1;GFI1B;GLI1;GLI2;GLI3;GLI4;GLIS1;GLIS2;GLIS3;HKR1;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;PLAG1;PLAGL1;PLAGL2;PRDM1;PRDM14;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;SNAI3;WT1;YY1;YY2;ZBTB12;ZBTB14;ZBTB18;ZBTB20;ZBTB26;ZBTB42;ZBTB45;ZBTB47;ZBTB48;ZBTB49;ZBTB6;ZBTB7A;ZBTB7B;ZBTB7C;ZFP14;ZFP2;ZFP28;ZFP30;ZFP37;ZFP42;ZFP64;ZFP69;ZFP69B;ZFP82;ZFP91;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIC5;ZIK1;ZIM3;ZKSCAN1;ZKSCAN2;ZKSCAN3;ZKSCAN4;ZNF121;ZNF124;ZNF133;ZNF136;ZNF138;ZNF14;ZNF140;ZNF143;ZNF146;ZNF148;ZNF155;ZNF157;ZNF160;ZNF169;ZNF175;ZNF177;ZNF18;ZNF180;ZNF181;ZNF2;ZNF20;ZNF212;ZNF213;ZNF214;ZNF221;ZNF222;ZNF223;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF230;ZNF232;ZNF233;ZNF234;ZNF235;ZNF24;ZNF25;ZNF250;ZNF257;ZNF26;ZNF260;ZNF263;ZNF264;ZNF268;ZNF274;ZNF276;ZNF28;ZNF280A;ZNF280B;ZNF280C;ZNF280D;ZNF281;ZNF282;ZNF283;ZNF284;ZNF285;ZNF286A;ZNF286B;ZNF3;ZNF30;ZNF300;ZNF302;ZNF317;ZNF32;ZNF320;ZNF322;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF333;ZNF33A;ZNF33B;ZNF343;ZNF345;ZNF347;ZNF350;ZNF354A;ZNF354B;ZNF362;ZNF366;ZNF383;ZNF384;ZNF394;ZNF397;ZNF398;ZNF404;ZNF41;ZNF410;ZNF419;ZNF420;ZNF431;ZNF432;ZNF436;ZNF439;ZNF44;ZNF440;ZNF442;ZNF443;ZNF446;ZNF449;ZNF45;ZNF460;ZNF468;ZNF479;ZNF484;ZNF490;ZNF500;ZNF502;ZNF524;ZNF525;ZNF528;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF549;ZNF554;ZNF555;ZNF557;ZNF558;ZNF559;ZNF561;ZNF562;ZNF563;ZNF564;ZNF566;ZNF567;ZNF568;ZNF57;ZNF570;ZNF571;ZNF572;ZNF577;ZNF581;ZNF582;ZNF583;ZNF585A;ZNF586;ZNF589;ZNF595;ZNF599;ZNF600;ZNF605;ZNF607;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF619;ZNF620;ZNF621;ZNF625;ZNF627;ZNF649;ZNF652;ZNF653;ZNF665;ZNF667;ZNF669;ZNF670;ZNF672;ZNF679;ZNF680;ZNF683;ZNF689;ZNF692;ZNF701;ZNF705D;ZNF705E;ZNF705G;ZNF708;ZNF709;ZNF71;ZNF710;ZNF713;ZNF721;ZNF727;ZNF729;ZNF736;ZNF75A;ZNF75D;ZNF76;ZNF763;ZNF764;ZNF765;ZNF768;ZNF77;ZNF771;ZNF773;ZNF774;ZNF776;ZNF777;ZNF780A;ZNF780B;ZNF782;ZNF785;ZNF799;ZNF805;ZNF808;ZNF81;ZNF813;ZNF816;ZNF823;ZNF829;ZNF836;ZNF841;ZNF844;ZNF845;ZNF846;ZNF85;ZNF853;ZNF860;ZNF878;ZNF891;ZNF99;ZSCAN16;ZSCAN2;ZSCAN22;ZSCAN23;ZSCAN29;ZSCAN31;ZSCAN32;ZSCAN4;ZSCAN5A;ZSCAN5B;ZSCAN5C;ZSCAN9;ZXDA;ZXDB;ZXDC,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
ZN713_HUMAN.H11MO.0.D,23,0.17037037037037037,0.6826193493238015,1.7674614560589663,1.1208950782182725,0.6335782564388808,0.7717043218236604,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
HXD9_HUMAN.H11MO.0.D,7,0.05185185185185185,0.682298301720618,3.6732771812399085,1.7316485029108792,0.20083025048604028,0.34873901604670504,HOX-related factors{3.1.1},HOX9-13{3.1.1.8},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,HOXA10;HOXA11;HOXA13;HOXA9;HOXB13;HOXC10;HOXC11;HOXC12;HOXC13;HOXC9;HOXD10;HOXD11;HOXD12;HOXD13;HOXD9
ERR1_HUMAN.H11MO.0.A,18,0.13333333333333333,0.6821410511578854,1.9665122568872764,1.191196857680665,0.49760455976796825,0.6558172915916299,Steroid hormone receptors (NR3){2.1.1},ER-like receptors (NR3A&B){2.1.1.2},AR;ESR1;ESR2;ESRRA;ESRRB;ESRRG;NR3C1;NR3C2;PGR,ESRRA;ESRRB;ESRRG;ESR1;ESR2
TF7L1_HUMAN.H11MO.0.B,12,0.08888888888888889,0.6809298452779592,2.4520747517393273,1.353967701714737,0.30054674104510204,0.4606790006874228,TCF-7-related factors{4.1.3},TCF-7L1 (TCF-3) [1]{4.1.3.0.2},LEF1;TAF1;TCF7;TCF7L1;TCF7L2,TCF7L1
PDX1_HUMAN.H11MO.0.A,9,0.06666666666666667,0.6797816489747348,2.982019324338076,1.5213363629306376,0.20934045325228795,0.35866997657225336,HOX-related factors{3.1.1},PDX{3.1.1.15},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,PDX1
CEBPD_HUMAN.H11MO.0.C,12,0.08888888888888889,0.6783424466479785,2.4427173021073725,1.348827638250615,0.30192570782139533,0.4616084485398299,C/EBP-related{1.1.8},C/EBP{1.1.8.1},CEBPA;CEBPB;CEBPD;CEBPE;CEBPG;DBP;DDIT3;HLF;NFIL3;TEF,CEBPA;CEBPB;CEBPD;CEBPE;CEBPG;DDIT3
GBX1_HUMAN.H11MO.0.D,11,0.08148148148148149,0.6747061656350278,2.5692531164523564,1.3868774626928704,0.2761349039755319,0.4361940753143581,HOX-related factors{3.1.1},GBX (Gastrulation brain homeobox){3.1.1.11},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,GBX1;GBX2
STAT3_HUMAN.H11MO.0.A,16,0.11851851851851852,0.6729239086841106,2.056916758725763,1.2155644543167605,0.4705908257632203,0.6299054282351438,STAT factors{6.2.1},STAT3{6.2.1.0.3},STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6,STAT3
ALX1_HUMAN.H11MO.0.B,11,0.08148148148148149,0.6728216310448832,2.562071173685509,1.3830036817603717,0.27721802451885275,0.4361940753143581,Paired-related HD factors{3.1.3},ALX{3.1.3.1},ALX1;ALX3;ALX4;ARGFX;ARX;CRX;DMBX1;DPRX;DRGX;DUX4;DUXA;ESX1;GSC;GSC2;HESX1;ISX;LEUTX;MIXL1;NOBOX;OTP;OTX1;OTX2;PHOX2A;PHOX2B;PITX1;PITX2;PITX3;PROP1;PRRX1;PRRX2;RAX;RAX2;RHOXF1;RHOXF2;SEBOX;SHOX;SHOX2;TPRX1;UNCX;VSX1;VSX2,ALX1;ALX3;ALX4
ATF4_HUMAN.H11MO.0.A,12,0.08888888888888889,0.6712323399272706,2.4170463189419653,1.334696189571903,0.30604384733976403,0.46540395719715594,ATF-4-related factors{1.1.6},ATF-4{1.1.6.0.1},ATF4;ATF5,ATF4
IRF4_HUMAN.H11MO.0.A,24,0.17777777777777778,0.6708532299190332,1.7081169571937653,1.0910887800906004,0.7277973805743995,0.8427311373669633,Interferon-regulatory factors{3.5.3},"IRF-4 (LSIRF, NF-EM5, MUM1, Pip){3.5.3.0.4}",IRF1;IRF2;IRF3;IRF4;IRF5;IRF6;IRF7;IRF8;IRF9,IRF4
FOXD1_HUMAN.H11MO.0.D,13,0.0962962962962963,0.6704516081584844,2.2993563886609545,1.2953543880895655,0.3319454896660852,0.49791823449912787,Forkhead box (FOX) factors{3.3.1},FOXD{3.3.1.4},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXD1;FOXD2;FOXD3
RORA_HUMAN.H11MO.0.C,20,0.14814814814814814,0.6691834259077878,1.8378309892905635,1.136414471274677,0.6110059793201476,0.752532923411875,Thyroid hormone receptor-related factors (NR1){2.1.2},ROR (NR1F){2.1.2.6},NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;PPARA;PPARD;PPARG;RARA;RARB;RARG;RORA;RORB;RORC;THRA;THRB;VDR,RORA;RORC
ZIM3_HUMAN.H11MO.0.C,19,0.14074074074074075,0.6663256233467864,1.8727946691963058,1.1467127391452137,0.601615972177843,0.7433428117774311,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
FOXA1_HUMAN.H11MO.0.A,18,0.13333333333333333,0.6624743363498331,1.9097851136515227,1.1568344126847705,0.5915442359121423,0.7379945079098086,Forkhead box (FOX) factors{3.3.1},FOXA{3.3.1.1},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXA1;FOXA2;FOXA3
TEAD3_HUMAN.H11MO.0.D,13,0.0962962962962963,0.661021567371268,2.266972792434556,1.2771449867947045,0.41651929014910133,0.5824128784109951,TEF-1-related factors{3.6.1},"TEF-5 (TEAD-3, TEAD5){3.6.1.0.4}",TEAD1;TEAD2;TEAD3;TEAD4,TEAD3
EVI1_HUMAN.H11MO.0.B,13,0.0962962962962963,0.6585585483977234,2.258507577216625,1.272386526729073,0.41740728376950137,0.5824128784109951,Factors with multiple dispersed zinc fingers{2.3.4},Evi-1-like factors{2.3.4.14},BCL11A;BCL11B;BNC1;BNC2;E4F1;HIC1;HIC2;HINFP;HIVEP1;HIVEP2;HIVEP3;IKZF1;IKZF2;IKZF3;IKZF4;IKZF5;INSM1;INSM2;MAZ;MECOM;PATZ1;PRDM16;PRDM4;REST;RLF;RREB1;SALL1;SALL2;SALL3;SALL4;VEZF1;ZBTB1;ZBTB17;ZBTB2;ZBTB25;ZBTB4;ZFAT;ZNF134;ZNF211;ZNF217;ZNF219;ZNF248;ZNF256;ZNF292;ZNF296;ZNF319;ZNF334;ZNF335;ZNF341;ZNF37A;ZNF382;ZNF417;ZNF418;ZNF423;ZNF467;ZNF510;ZNF512;ZNF512B;ZNF516;ZNF518A;ZNF518B;ZNF521;ZNF526;ZNF532;ZNF536;ZNF552;ZNF574;ZNF587;ZNF587B;ZNF592;ZNF639;ZNF654;ZNF658;ZNF671;ZNF687;ZNF711;ZNF717;ZNF770;ZNF772;ZNF784;ZNF786;ZNF792;ZNF8;ZNF814,MECOM
BARH1_HUMAN.H11MO.0.D,11,0.08148148148148149,0.6583322830817275,2.5066887958109354,1.3532202901819226,0.366014059337961,0.5294499807684201,NK-related factors{3.1.2},BARHL{3.1.2.1},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,BARHL1;BARHL2
LYL1_HUMAN.H11MO.0.A,30,0.2222222222222222,0.6560833631009044,1.5434327020359557,1.02016960092179,0.9171552871620176,0.9686667484957747,Tal-related factors{1.2.3},Tal / HEN-like factors{1.2.3.1},ATOH1;ATOH7;ATOH8;BHLHA15;BHLHA9;BHLHE22;BHLHE23;FERD3L;FIGLA;HAND1;HAND2;LYL1;MESP1;MESP2;MSC;MSGN1;NEUROD1;NEUROD2;NEUROD4;NEUROD6;NEUROG1;NEUROG2;NEUROG3;NHLH1;NHLH2;OLIG1;OLIG2;OLIG3;PTF1A;SCX;TAL1;TAL2;TCF15;TCF21;TCF23;TWIST1;TWIST2,NHLH1;LYL1;TAL1
PO6F2_HUMAN.H11MO.0.D,10,0.07407407407407407,0.6471664650327265,2.6297102086412703,1.3829531591288795,0.3387111237892356,0.502378559411646,POU domain factors{3.1.10},POU6 (Brn-5-like factors){3.1.10.6},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F1B;POU5F2;POU6F1;POU6F2,POU6F1;POU6F2
DLX3_HUMAN.H11MO.0.C,10,0.07407407407407407,0.646904924918044,2.6286457988848895,1.3823942479558955,0.33881368962901914,0.502378559411646,NK-related factors{3.1.2},DLX{3.1.2.5},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,DLX1;DLX2;DLX3;DLX4;DLX5;DLX6
FLI1_HUMAN.H11MO.0.A,43,0.31851851851851853,0.6463019149193077,1.3806879356174402,0.9512480382656205,0.8548089346694673,0.9401678867762614,Ets-related factors{3.5.2},Ets-like factors{3.5.2.1},EHF;ELF1;ELF2;ELF3;ELF4;ELF5;ELK1;ELK3;ELK4;ERF;ERG;ETS1;ETS2;ETV1;ETV2;ETV3;ETV3L;ETV4;ETV5;ETV6;ETV7;FEV;FLI1;GABPA;SPDEF;SPI1;SPIB;SPIC,ERG;ETS1;ETS2;ETV2;ETV3;FEV;FLI1;GABPA
NR1D1_HUMAN.H11MO.1.D,11,0.08148148148148149,0.6433072857781977,2.4496226395233256,1.3223422508175426,0.37174663706323274,0.5357320694873877,Thyroid hormone receptor-related factors (NR1){2.1.2},Rev-ErbA (NR1D){2.1.2.3},NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;PPARA;PPARD;PPARG;RARA;RARB;RARG;RORA;RORB;RORC;THRA;THRB;VDR,NR1D1
OLIG2_HUMAN.H11MO.0.B,24,0.17777777777777778,0.6422313313109373,1.635168698013441,1.0444837679255476,0.8196308933785811,0.9132014722469451,Tal-related factors{1.2.3},Neurogenin / Atonal-like factors{1.2.3.4},ATOH1;ATOH7;ATOH8;BHLHA15;BHLHA9;BHLHE22;BHLHE23;FERD3L;FIGLA;HAND1;HAND2;LYL1;MESP1;MESP2;MSC;MSGN1;NEUROD1;NEUROD2;NEUROD4;NEUROD6;NEUROG1;NEUROG2;NEUROG3;NHLH1;NHLH2;OLIG1;OLIG2;OLIG3;PTF1A;SCX;TAL1;TAL2;TCF15;TCF21;TCF23;TWIST1;TWIST2,ATOH1;BHLHA15;BHLHE22;BHLHE23;NEUROD1;NEUROD2;NEUROG2;OLIG1;OLIG2;OLIG3
PAX2_HUMAN.H11MO.0.D,12,0.08888888888888889,0.6404923225885334,2.3064558859539006,1.273571467342125,0.4009682338428321,0.5682840225971021,Paired domain only{3.2.2},PAX-2-like factors (partial homeobox){3.2.2.2},PAX1;PAX2;PAX5;PAX8;PAX9,PAX2;PAX5;PAX8
PAX8_HUMAN.H11MO.0.D,14,0.1037037037037037,0.6402295555931173,2.1035514362335648,1.206231990593886,0.4487462827568752,0.6131430620332045,Paired domain only{3.2.2},PAX-2-like factors (partial homeobox){3.2.2.2},PAX1;PAX2;PAX5;PAX8;PAX9,PAX2;PAX5;PAX8
PRGR_HUMAN.H11MO.0.A,15,0.1111111111111111,0.6400083955270895,2.0241749471778103,1.1792871339202518,0.556967940401869,0.7062866481082912,Steroid hormone receptors (NR3){2.1.1},GR-like receptors (NR3C){2.1.1.1},AR;ESR1;ESR2;ESRRA;ESRRB;ESRRG;NR3C1;NR3C2;PGR,AR;NR3C1;NR3C2;PGR
